name,province,district,county,type,lat,long,date
Esc. San Isidro,Chiriqui,Bugaba,Aserrío de Gariché,HFC,8.53338,-82.830779,18/05/2017
Esc. San Pedro,Chiriqui,Bugaba,Aserrío de Gariché,FO,8.56272,-82.799918,14/07/2017
Parque AserRio de Gariche,Chiriqui,Bugaba,AserRio de Gariché,FO,8.483333,-82.8,25/07/2017
Esc. Brisas del Río,Chiriqui,Bugaba,Bugaba,HFC,8.496364,-82.636814,25/05/2017
Esc. Mata de Bugaba,Chiriqui,Bugaba,Bugaba,HFC,8.502585,-82.614279,24/05/2017
Municipio de Bugaba,Chiriqui,Bugaba,Bugaba,FO,8.54465,-82.021127,18/05/2017
Esc. Guadalupe/Fernando Eleta Almarán,Chiriqui,Bugaba,,FO,8.869177,-82.567344,31/05/2017
Esc. Gómez,Chiriqui,Bugaba,Gómez,FO,8.562305,-82.740249,20/06/2017
Esc. San Miguel de Exquisito,Chiriqui,Bugaba,Gómez,FO,8.550083,-82.757749,14/07/2017
Biblioteca Catolica,Chiriqui,Bugaba,La Concepción,FO,8.516109,-82.623139,18/05/2017
Biblioteca Pública La Concepción CENTRO ACP,Chiriqui,Bugaba,La Concepción,FO,8.517397,-82.618121,18/05/2017
Centro Cristiano Bugaba,Chiriqui,Bugaba,La Concepción,FO,8.518749,-82.621191,24/05/2017
Esc. Cuesta de Piedra,Chiriqui,Bugaba,La Concepción,FO,8.677318,-82.624258,27/07/2017
Esc. de Solano,Chiriqui,Bugaba,La Concepción,FO,8.5158,-82.611886,24/05/2017
Esc. San Vicente,Chiriqui,Bugaba,La Concepción,FO,8.592583,-82.636638,27/07/2017
Escuela Belen,Chiriqui,Bugaba,La Concepción,FO,8.515317,-82.628042,24/05/2017
Escuela Daniel Octavio Crespo,Chiriqui,Bugaba,La Concepción,FO,8.520229,-82.627342,18/05/2017
I.P.T. Solano,Chiriqui,Bugaba,La Concepción,HFC,8.520659,-82.613268,25/05/2017
Parque Central Bugaba,Chiriqui,Bugaba,La Concepción,FO,8.515958,-82.6197,1/12/2017
Parque Infantil (Orillas de la interamericana),Chiriqui,Bugaba,La Concepción,FO,8.514089,-82.621595,13/06/2017
Primaria Justo Abel Castillo,Chiriqui,Bugaba,La Concepción,FO,8.52113,-82.618429,1/6/2017
Centro de Salud La Estrella,Chiriqui,Bugaba,La Estrella,FO,8.517945,-82.671028,2/8/2017
Esc. La Estrella,Chiriqui,Bugaba,La Estrella,FO,8.519726,-82.672056,28/09/2017
ESC. LA TRANCA,Chiriqui,Bugaba,La Estrella,FO,8.468438,-82.675352,1/6/2017
Esc. Sioguí Abajo Nº 2,Chiriqui,Bugaba,La Estrella,FO,8.547171,-82.631969,2/8/2017
Esc. San Andrés,Chiriqui,Bugaba,San Andrés,FO,8.604498,-82.728223,26/07/2017
Esc. San Francisco,Chiriqui,Bugaba,San Andrés,FO,8.636126,-82.72981,4/8/2017
P.C. San Andrés,Chiriqui,Bugaba,San Andrés,FO,8.606706,-82.73562,26/07/2017
Escuela Santa Marta,Chiriqui,Bugaba,Santa Marta,FO,8.516755,-82.699808,24/05/2017
Esc. Manchuila,Chiriqui,Bugaba,Santo Domingo,FO,8.477384,-82.712064,24/05/2017
P.C. Santo Domingo,Chiriqui,Bugaba,Santo Domingo,FO,8.513502,-82.712081,24/05/2017
Centro de Salud Sortova,Chiriqui,Bugaba,Sortová,HFC,8.532252,-82.606676,25/05/2017
C.E.B.G. de Volcán,Chiriqui,Bugaba,,FO,8.775136,-82.639093,31/05/2017
Esc. El Bijao,Chiriqui,Bugaba,Volcán,FO,8.709527,-82.624415,27/07/2017
Parque Plaza Volcán,Chiriqui,Bugaba,Volcán,FO,8.777953,-82.643329,1/6/2017
Policía Nacional,Chiriqui,Bugaba,,FO,8.776175,-82.640403,31/05/2017
Esc. Chiriqui,Chiriqui,David,Chiriqui,FO,8.397895,-82.324775,25/05/2017
Esc. Chorcha Abajo,Chiriqui,David,Chiriqui,Satelital,8.370429,-82.279748,16/10/2017
Esc. El Veladero.,Chiriqui,David,Chiriqui,FO,8.432535,-82.287988,25/05/2017
Esc. La Pita,Chiriqui,David,Chiriqui,FO,8.399806,-82.25136,25/05/2017
Esc. Cochea Arriba,Chiriqui,David,Cochea,Satelital,8.542861,-82.378026,16/10/2017
Aldeas Infantiles SOS,Chiriqui,David,San José de David,FO,8.408425,-82.43341,23/05/2017
Ave. Central David,Chiriqui,David,San José de David,PMP,8.428221,-82.424817,29/05/2017
Biblioteca Pública Santiago Anguizola CENTRO ACP,Chiriqui,David,San José de David,PTP,8.428668,-82.430882,15/05/2017
Centro de Salud San Mateo,Chiriqui,David,San José de David,PTP,8.431556,-82.43849,17/05/2017
Elisa Chiari,Chiriqui,David,San José de David,FO,8.420344,-82.421251,20/06/2017
Esc. Barriada Victoriano Lorenzo,Chiriqui,David,San José de David,PTP,8.41473,-82.436055,16/05/2017
Esc. de Doleguita,Chiriqui,David,San José de David,FO,8.439524,-82.427605,16/05/2017
Esc. de Lassonde,Chiriqui,David,San José de David,PTP,8.424069,-82.442303,16/05/2017
Esc. de San Mateo,Chiriqui,David,San José de David,FO,8.431125,-82.455375,17/05/2017
Esc. El Varital,Chiriqui,David,San José de David,PTP,8.432905,-82.419134,18/05/2017
Esc. Maria Olimpia de Obaldía,Chiriqui,David,San José de David,PTP,8.393521,-82.426826,16/05/2017
Esc. Medalla Milagrosa,Chiriqui,David,San José de David,PTP,8.42477,-82.421048,17/05/2017
Esc. Nuevo Vedado,Chiriqui,David,San José de David,FO,8.419499,-82.427458,16/05/2017
Esc. Nvo. Amanecer,Chiriqui,David,San José de David,FO,8.418501,-82.446292,22/05/2017
Escuela Antonio José de Sucre,Chiriqui,David,San José de David,PTP,8.426691,-82.429717,16/05/2017
Escuela de los Abanicos,Chiriqui,David,San José de David,PTP,8.399773,-82.43871,16/05/2017
Escuela de San Cristobal,Chiriqui,David,San José de David,PTP,8.416745,-82.44119,16/05/2017
Escuela Loma Colorada,Chiriqui,David,San José de David,FO,8.410312,-82.417306,25/05/2017
Francisco Morazan,Chiriqui,David,San José de David,FO,8.425626,-82.417588,29/11/2017
I.P.T. Arnulfo Arias M.,Chiriqui,David,San José de David,PTP,8.420188,-82.443981,15/05/2017
I.P.T. David,Chiriqui,David,San José de David,FO,8.437085,-82.41841,25/05/2017
INADEH David,Chiriqui,David,San José de David,PTP,8.420631,-82.420781,16/05/2017
INADEH-Area de Talleres,Chiriqui,David,San José de David,FO,8.422158,-82.421191,16/05/2017
José Maria Roy,Chiriqui,David,San José de David,PTP,8.42125,-82.43392,17/05/2017
Mercado Público Municipal David,Chiriqui,David,San José de David,FO,8.427099,-82.435524,22/05/2017
Municipio de David,Chiriqui,David,San José de David,PTP,8.427903,-82.429924,18/05/2017
Parque Cervantes de David,Chiriqui,David,San José de David,PTP,8.427584,-82.425166,17/05/2017
Paseo de la Cultura,Chiriqui,David,San José de David,PTP,8.42909,-82.431151,18/05/2017
Republica de Francia,Chiriqui,David,San José de David,FO,8.432817,-82.430653,17/05/2017
UNACHI ( Universidad Autonoma de Chiriqui),Chiriqui,David,San José de David,PMP,8.433657,-82.443007,25/05/2017
Valle Alto del Rio,Chiriqui,David,San José de David,FO,8.420158,-82.418596,1/6/2017
Esc. El Quiteño,Chiriqui,David,Las Lomas,FO,8.474155,-82.396315,19/05/2017
Esc. El Valle,Chiriqui,David,Las Lomas,FO,8.428181,-82.336253,23/05/2017
Esc. LLano Grande Abajo,Chiriqui,David,Las Lomas,FO,8.431088,-82.386255,20/05/2017
Esc. Mata del Nance,Chiriqui,David,Las Lomas,FO,8.452597,-82.400888,19/05/2017
Esc. San José,Chiriqui,David,Las Lomas,FO,8.423333,-82.394638,20/05/2017
P.C. Victoriano Lorenzo,Chiriqui,David,Las Lomas,FO,8.426225,-82.392248,20/05/2017
Parque Llano Arriba,Chiriqui,David,Las Lomas,FO,8.440872,-82.393468,19/05/2017
ESC. AURA ROSA AGUILAR,Chiriqui,David,San Carlos,PTP,8.521911,-82.505616,20/06/2017
Hospital Materno Infantil,Chiriqui,David,San Carlos,PTP,8.431192,-82.455312,17/05/2017
Hospital Regional de Chiriqui,Chiriqui,David,San Carlos,FO,8.430492,-82.452575,25/05/2017
Universidad Tecnológica San Carlos,Chiriqui,David,San Carlos,PTP,8.423183,-82.442544,15/05/2017
Esc. Aguacatal,Chiriqui,David,San Pablo Viejo,HFC,8.459003,-82,22/05/2017
Esc. Montilla,Chiriqui,David,San Pablo Viejo,HFC,8.468168,-82.47969,22/05/2017
Esc. San Juan del David,Chiriqui,David,San Pablo Viejo,PTP,8.481947,-82.484804,15/06/2017
Esc. San Pablo Viejo Arriba,Chiriqui,David,San Pablo Viejo,FO,8.477561,-82.712152,28/07/2017
CEBG Los Algarrobos,Chiriqui,Dolega,Los Algarrobos,PTP,8.51728,-82.619337,1/8/2017
Esc. El Flor,Chiriqui,Dolega,Los Algarrobos,HFC,8.575638,-82.443582,29/05/2017
Municipio de Dolega,Chiriqui,Dolega,Los Algarrobos,HFC,8.566958,-82.416614,26/05/2017
Esc. Las Cañas.,Chiriqui,Dolega,Los Algarrobos,FO,8.56458,-82.44958,1/8/2017
Esc. Los Bejucos,Chiriqui,Dolega,Los Algarrobos,Satelital,8.585568,-82.462704,16/10/2017
Centro de Salud Los Anastacios,Chiriqui,Dolega,Los Anastacios,FO,8.532174,-82.420761,2/6/2017
Esc. Rincón Largo,Chiriqui,Dolega,Los Anastacios,FO,8.529598,-82.409978,16/06/2017
Escuela Los Anastacios,Chiriqui,Dolega,Los Anastacios,FO,8.530478,-82.417758,28/07/2017
Escuela Primaria Santa Rosa,Chiriqui,Dolega,Los Anastacios,HFC,8.532996,-82.428818,25/05/2017
Parque 27 de Noviembre,Chiriqui,Dolega,Los Anastacios,FO,8.532711,-82.419056,1/8/2017
Parque Residencial Altamar,Chiriqui,Dolega,Los Anastacios,FO,8.520696,-82.424134,2/6/2017
Plaza Los Algarrobos,Chiriqui,Dolega,Los Anastacios,HFC,8.499541,-82.425671,1/8/2017
Esc. Higuerón.,Chiriqui,Gualaca,Gualaca,FO,8.498969,-82.285015,2/6/2017
Municipio Gualaca,Chiriqui,Gualaca,Gualaca,FO,8.532391,-82.299513,2/6/2017
Parque Gualaca,Chiriqui,Gualaca,Gualaca,FO,8.533211,-82.299684,2/6/2017
Esc. Secundaria Jesús Maria Pla,Chiriqui,Gualaca,Gualaca,FO,8.52287,-82.30013,2/6/2017
Esc. Antonio Anguizola,Chiriqui,Remedios,Remedios,FO,8.228073,-81.832277,24/07/2017
Municipio de Remedios,Chiriqui,Remedios,Remedios,FO,8.228152,-81.832021,24/07/2017
P.C. Arturo D. Motta,Chiriqui,Remedios,Remedios,FO,8.224806,-81.825526,24/07/2017
Esc. Alto de Quiel,Chiriqui,Renacimiento,Cañas Gordas,PTP,8.730638,-82.888304,27/07/2017
Esc. Bajos de Chiriqui,Chiriqui,Renacimiento,Cañas Gordas,Satelital,8.730638,-82.851915,27/09/2017
Esc. Qda. Las Vueltas,Chiriqui,Renacimiento,Cañas Gordas,Satelital,8.67036,-82.839971,27/09/2017
Esc. Monte Lirio,Chiriqui,Renacimiento,Monte Lirio,Satelital,8.793971,-82.823026,12/12/2017
Esc. San Antonio Abajo,Chiriqui,Renacimiento,Monte Lirio,PTP,8.79286,-82.788304,31/05/2017
Esc. Sta. Clara Abajo,Chiriqui,Renacimiento,Monte Lirio,PTP,8.82161,-82.856154,31/05/2017
C.E.B.G. Caizan Fuertes Caminos,Chiriqui,Renacimiento,Plaza de Caisán,Satelital,8.743138,-82.819971,28/09/2017
Esc. Caisán Arriba,Chiriqui,Renacimiento,Plaza de Caisán,PTP,8.768908,-82.787888,31/05/2017
Esc. Altamira,Chiriqui,Renacimiento,Río Sereno,Satelital,8.793066,-82.861959,4/12/2017
Esc. Piedra Candela,Chiriqui,Renacimiento,Río Sereno,PTP,8.829116,-82.860619,27/07/2017
Esc. Río Sereno,Chiriqui,Renacimiento,Río Sereno,FO,8.820082,-82.860526,22/06/2017
Municipo de Renacimiento,Chiriqui,Renacimiento,Rio Sereno,FO,8.816667,-82.866667,22/06/2017
Esc. Miraflores.,Chiriqui,Renacimiento,Río Sereno,FO,8.844119,-82.830207,22/06/2017
Parque Rio Sereno,Chiriqui,Renacimiento,Rio Sereno,FO,8.820221,-82.861792,31/01/2018
Esc. Palmarito,Chiriqui,Renacimiento,Santa Clara,PTP,8.801563,-82.775094,31/05/2017
Esc. Sta. Clara,Chiriqui,Renacimiento,Santa Clara,PTP,8.696359,-82.702401,31/05/2017
Esc. Las Lajas,Chiriqui,San Felix,Las Lajas,FO,8.253103,-81.870567,16/06/2017
Esc. Sec. de Las Lajas,Chiriqui,San Felix,Las Lajas,FO,8.244351,-81.869302,24/07/2017
Municipio San Felix,Chiriqui,San Felix,Las Lajas,FO,8.244194,-81.86967,24/07/2017
Esc. San Felix,Chiriqui,San Felix,San Felix,FO,8.296704,-81.869099,16/06/2017
Hospital MINSA,Chiriqui,San Felix,San Felix,FO,8.284919,-81.873867,24/07/2017
Esc. Boca del Monte,Chiriqui,San Lorenzo,Boca del Monte,FO,8.355827,-82.115828,21/06/2017
Esc. Las Vueltas,Chiriqui,San Lorenzo,Boca del Monte,FO,8.355827,-82.115828,23/06/2017
Esc. Sara V. Campbell,Chiriqui,San Lorenzo,Horconcitos,FO,8.31313,-82.154298,23/06/2017
Municipio San Lorenzo,Chiriqui,San Lorenzo,Horconcitos,FO,8.315107,-82.150561,23/06/2017
Esc. Llano Grande,Chiriqui,San Lorenzo,San Lorenzo,Satelital,8.34425,-82.054415,23/10/2017
Esc. San Lorenzo,Chiriqui,San Lorenzo,San Lorenzo,FO,8.307244,-82.102102,15/06/2017
I.P.T. Abel Tapiero Miranda,Chiriqui,San Lorenzo,San Lorenzo,FO,8.30957,-82.105973,15/06/2017
Esc. Comun,Chiriqui,Tole,Tole,FO,8.207862,-81.682471,3/8/2017
Esc. Santiago Bolaños,Chiriqui,Tole,Tole,FO,8.242676,-81.670066,24/07/2017
Municipio Tole,Chiriqui,Tole,Tole,FO,8.243426,-81.672526,24/07/2017
Municipio Soloy,Comarca Ngobe Bugle,Besiko,Soloy,Satelital,8.548889,-81.09,24/11/2017
Municipio Kusapin,Comarca Ngobe Bugle,Kusapin,Kusapin,Satelital,9.005914,-80.244971,28/12/2017
COL. Río Chiriqui,Comarca Ngobe Bugle,Kusapin,Río Chiriqui,Satelital,8.840743,-81.565081,14/12/2017
Municipio Hato Pilón,Comarca Ngobe Bugle,Mirono,Hato Pilón,Satelital,8.381389,-81.828056,19/12/2017
C.E.B.G. Alto Caballero,Comarca Ngobe Bugle,Muna,Alto Caballero,PTP,8.294748,-81.673872,12/9/2017
C.E.B.G. Cerro Puerco,Comarca Ngobe Bugle,Muna,Cerro Puerco,Satelital,8.308372,-81.755565,16/10/2017
I.P.T.. Chichica,Comarca Ngobe Bugle,Muna,Chichica,Satelital,8.136722,-81.375875,22/09/2017
Escuela Llano Macano,Comarca Ngobe Bugle,Muna,Nibra,Satelital,8.282306,-81.548304,13/12/2017
I.P.T. Sitio Prado,Comarca Ngobe Bugle,Muna,Sitio Prado,Satelital,8.373256,-81.579741,24/11/2017
C.E.B.G. Cerro Iglesias,Comarca Ngobe Bugle,Nole Duima,Cerro Iglesias,Satelital,8.233076,-81.660953,26/09/2017
Municipio Nole Duima,Comarca Ngobe Bugle,Nole Duima,Cerro Iglesias,Satelital,8.307183,-81.794696,26/09/2017
C.E.B.G. Petita Santos,Comarca Ngobe Bugle,Nole Duima,Susama,Satelital,8.218594,-81.713463,26/09/2017
Colegio El Peñón,Comarca Ngobe Bugle,Ñurum,Agua de Salud,Satelital,8.452861,-81.418582,12/12/2017
Municipio Buenos Aires,Comarca Ngobe Bugle,Ñurum,Buenos Aires,Satelital,8.412715,-81.478875,23/01/2018
Centro Educativo Cerro Pelado,Comarca Ngobe Bugle,Ñurum,Cerro Pelado,Satelital,8.162862,-81.54386,12/12/2017
I.P.T.A. Hermana Maria Mercedes Pérez,Comarca Ngobe Bugle,Ñurum,El Bale,Satelital,8.347306,-81.370249,12/12/2017
Municipio Atalaya (Cabecera),Veraguas,Atalaya,Jesus Nazareno de Atalaya,HFC,8.043254,-80.925718,26/06/2017
PC de Atalaya,Veraguas,Atalaya,Jesus Nazareno de Atalaya,FO,8.05,-80.916667,28/06/2017
Escuela Eligio Tejada Ortega,Veraguas,Calobre,Calobre,FO,8.318695,-80.84386,2/8/2017
C.E.B.G. San Miguel,Veraguas,Calobre,Calobre,FO,8.263093,-80.855003,11/7/2017
I.P.T. César A. Clavel Méndez,Veraguas,Cañazas,San Francisco Javier de Cañazas,PTP,8.312306,-81.213582,29/06/2017
Escuela San Pablo (ESC. JOSE David JIMENEZ),Veraguas,La Mesa,Bisvalles,FO,8.198418,-81.249138,12/7/2017
Escuela Zodelda Franco,Veraguas,La Mesa,Bisvalles,FO,8.203418,-81.195249,5/10/2017
Municipio La Mesa,Veraguas,La Mesa,La Mesa,FO,8.148655,-81.1812,3/8/2017
C.E.B.G. Animas de Boro,Veraguas,La Mesa,San Bartolo,FO,8.214088,-81.32637,12/7/2017
C.E.B.G. Mercedes A. de Tristán,Veraguas,La Mesa,San Bartolo,FO,8.212397,-81.277072,12/7/2017
Escuela El Marañón,Veraguas,La Mesa,San Bartolo,FO,8.227862,-81,14/07/2017
Escuela El Rincón,Veraguas,Las Palmas,El Rincón,FO,8.187306,-81.429415,6/9/2017
I.P.T. El Rincón,Veraguas,Las Palmas,El Rincón,FO,8.187306,-81.429415,13/07/2017
Escuela José A. Ruiz,Veraguas,Las Palmas,Las Palmas,FO,8.139075,-81.457168,13/07/2017
I.P.T. Las Palmas,Veraguas,Las Palmas,Las Palmas,FO,8.202125,-81.493034,6/9/2017
Escuela Torio,Veraguas,Mariato,Mariato,Satelital,7.547309,-80.94886,16/10/2017
C.E.B.G. Loma de Quebro,Veraguas,Mariato,Quebro,Satelital,7.438698,-80.887471,16/10/2017
Escuela Quebro,Veraguas,Mariato,Quebro,Satelital,7.427256,-80.835393,16/10/2017
Escuela Adolfo José Fábrega,Veraguas,Montijo,Montijo,HFC,7.989475,-81.054838,28/06/2017
Escuela El Pilón,Veraguas,Montijo,Montijo,FO,7.955363,-81.074415,28/06/2017
C.E.B.G. Rogelio E. Nurse,Veraguas,San Francisco,Remance,Satelital,8.250084,-81.083304,14/12/2017
C.E.B.G. Pedro Arrocha Graell,Veraguas,San Francisco,San Francisco de la Montaña,HFC,8.248417,-80.972749,28/06/2017
C.E.B.G. San José Nº 2,Veraguas,San Francisco,San José,FO,8.35175,-81.040526,8/9/2017
Belisario Villar,Veraguas,Santiago,Canto del Llano,FO,8.122331,-80.968633,15/06/2017
CEBG Rubén Darío - Canto del Llano,Veraguas,Santiago,Canto del Llano,FO,8.122083,-80.964997,14/06/2017
Centro de Salud del Canto del Llano,Veraguas,Santiago,Canto del Llano,FO,8.118456,-80.965583,14/06/2017
E.S.N.O. de Veraguas,Veraguas,Santiago,Canto del Llano,FO,8.113136,-80.966167,20/06/2017
I.P.T. de Veraguas,Veraguas,Santiago,Canto del Llano,FO,8.11145,-80.970667,11/7/2017
INADEH Canto del Llano,Veraguas,Santiago,Canto del Llano,Radio,8.116519,-80.963901,13/06/2017
MIDES Canto del Llano,Veraguas,Santiago,Canto del Llano,PTP,8.11729,-80.965892,13/06/2017
Universidad Canto del Llano,Veraguas,Santiago,Canto del Llano,PMP,8.113325,-80.968556,15/06/2017
Villa Universitaria Canto del Llano,Veraguas,Santiago,Canto del Llano,PMP,8.115533,-80.967119,13/06/2017
Escuela José de Los S. Gutiérrez,Veraguas,Santiago,Carlos Santana Ávila,FO,8.083418,-80.889971,29/06/2017
Escuela Juana B. Macías,Veraguas,Santiago,Carlos Santana Ávila,FO,8.094529,-80.818582,10/7/2017
Escuela República de Oliver Alemán,Veraguas,Santiago,Carlos Santana Ávila,FO,8.081473,-80.852749,10/7/2017
P.C. La Inmaculda Concepción,Veraguas,Santiago,Carlos Santana Ávila,PTP,8.127029,-80.857749,15/06/2017
C.E.B.G. Martín Grande,Veraguas,Santiago,Edwin Fábrega,FO,8.07064,-81.005249,26/09/2017
Escuela Quebrada. Honda,Veraguas,Santiago,Edwin Fábrega,FO,8.061474,-81.031082,26/09/2017
P.C. Margarito Mojica,Veraguas,Santiago,La Colorada,HFC,8.039978,-80.978327,21/06/2017
Colegio Secundario La Peña,Veraguas,Santiago,La Peña,FO,8.125509,-81.020139,27/06/2017
Escuela Agustín Pérez Colmenares,Veraguas,Santiago,La Peña,FO,8.131109,-81.027554,4/9/2017
Escuela La Coloradita de la Peña,Veraguas,Santiago,La Peña,FO,8.17314,-81.025804,3/8/2017
Escuela Los Algarrobos,Veraguas,Santiago,La Peña,FO,8,-81,27/06/2017
C.E.B.G. Cañazas Abajo,Veraguas,Santiago,La Raya de Santa Maria,FO,8.142029,-80.712471,3/10/2017
Escuela La Raya de Sta. Maria,Veraguas,Santiago,La Raya de Santa Maria,FO,8.169251,-80.816638,11/7/2017
ESC. SAN PEDRO DEL ESPINO,Veraguas,Santiago,Los Algarrobos,FO,8.138973,-81.083582,3/8/2017
Escuela El Embalsadero,Veraguas,Santiago,Los Algarrobos,HFC,8.102307,-81.05136,16/06/2017
Escuela El Llanillo,Veraguas,Santiago,Los Algarrobos,FO,8.070085,-81.07636,28/06/2017
Escuela La Corocita.,Veraguas,Santiago,Los Algarrobos,FO,8.076473,-81.04636,3/8/2017
Escuela Pacora,Veraguas,Santiago,Los Algarrobos,FO,8.102029,-81.079415,4/9/2017
Escuela Guayaquil,Veraguas,Santiago,San Martín de Porres,HFC,8.108973,-80.923026,15/06/2017
Escuela Punta Delgadita,Veraguas,Santiago,San Martín de Porres,FO,8.109529,-80.943026,19/06/2017
Escuela Rómulo Arrocha,Veraguas,Santiago,San Martín de Porres,FO,8.117307,-80.957193,4/9/2017
Escuela San Martín de Porres,Veraguas,Santiago,San Martín de Porres,FO,8.112862,-80.96386,20/06/2017
Instituto Urracá,Veraguas,Santiago,San Martín de Porres,FO,8.11314,-80.966915,20/06/2017
Anexa El Canada,Veraguas,Santiago,Santiago Apóstol,FO,8.105897,-80.977592,15/06/2017
Area frente a la Gobernación Santiago,Veraguas,Santiago,Santiago Apóstol,FO,8.099925,-80.967315,20/06/2017
Centro de Salud de Santiago,Veraguas,Santiago,Santiago Apóstol,FO,8.101258,-80.983497,14/06/2017
Direccion Regional del MEDUCA (Mercado Público Municipal),Veraguas,Santiago,Santiago Apóstol,FO,8.098597,-80.982542,14/06/2017
Escuela José Santos Puga,Veraguas,Santiago,Santiago Apóstol,FO,8.098883,-80.972267,20/06/2017
Escuela Juan D. Arosemena 1,Veraguas,Santiago,Santiago Apóstol,FO,8.102094,-80.978608,14/06/2017
Escuela Juan D. Arosemena # 2,Veraguas,Santiago,Santiago Apóstol,FO,8.102094,-80.978608,13/06/2017
Escuela La Primavera,Veraguas,Santiago,Santiago Apóstol,FO,8.091906,-80.979906,16/06/2017
Escuela Manuel H. Perez,Veraguas,Santiago,Santiago Apóstol,FO,8.10105,-80.974061,19/06/2017
IFARHU Santiago,Veraguas,Santiago,Santiago Apóstol,FO,8.106472,-80.973,19/06/2017
Instituto Profesional y Tecnico Omar Torrijos,Veraguas,Santiago,Santiago Apóstol,FO,8.101808,-80.969311,20/06/2017
IPHE Santiago,Veraguas,Santiago,Santiago Apóstol,FO,8.107694,-80.977278,15/06/2017
Parque Central Santiago,Veraguas,Santiago,Santiago Apóstol,FO,8.097489,-80.983322,20/06/2017
Policlínica de la Caja de Seguro Social Santiago,Veraguas,Santiago,Santiago Apóstol,FO,8.108022,-80.980572,15/06/2017
Terminal de Transporte Santiago,Veraguas,Santiago,Santiago Apóstol,FO,8.103556,-80.974,21/06/2017
C.O.I.F. CALLE PRIMERA,Veraguas,Santiago,Santiago Apóstol,FO,8.093266,-80.980317,30/06/2017
C.E.B.G. Bolívar,Veraguas,Sona,El Marañón,FO,8.026758,-81.233812,23/06/2017
Escuela Cerro Largo.,Veraguas,Sona,El Marañón,Satelital,8.055085,-81.249693,20/10/2017
Escuela Isabel Arosemena de Ábrego,Veraguas,Sona,El Marañón,FO,8.00564,-81.280526,23/11/2017
C.E. Dr. Ricardo Martinelli P.,Veraguas,Sona,Guarumal,FO,8.012347,-81.318108,1/8/2017
Escuela La Trinchera,Veraguas,Sona,Guarumal,FO,7.798697,-81.27636,1/8/2017
C.E.B.G. El Hicaco,Veraguas,Sona,Río Grande,Satelital,7.654057,-81.204126,23/10/2017
Colegio Eduardo Sánchez Díaz,Veraguas,Sona,Río Grande,Satelital,7.729611,-81.28105,12/1/2018
ESC. SANTA CATALINA,Veraguas,Sona,Río Grande,Satelital,7.634991,-81.258898,20/10/2017
Escuela Julieta de Duarte,Veraguas,Sona,Río Grande,Satelital,7.702468,-81.301218,23/10/2017
Escuela Madre Vieja,Veraguas,Sona,Río Grande,Satelital,7.675719,-81.331612,23/10/2017
Biblioteca Pública Jacinto Velásquez,Veraguas,Sona,Sona,FO,8.008226,-81.313891,22/06/2017
Correos Nacionales Sona,Veraguas,Sona,Sona,FO,8.0105,-81.313797,23/06/2017
Escuela José Bonifacio Alvarado,Veraguas,Sona,Sona,FO,8.008367,-81.313797,23/06/2017
Escuela San José,Veraguas,Sona,Sona,FO,8.00525,-81.313797,22/06/2017
Hospital Regional de Salud Sona,Veraguas,Sona,Sona,FO,8.025562,-81.241041,27/06/2017
IPHE Sona,Veraguas,Sona,Sona,FO,8.008283,-81.313797,22/06/2017
MIDES Sona,Veraguas,Sona,Sona,FO,8.00575,-81.313797,22/06/2017
Municipio de Sona,Veraguas,Sona,Sona,FO,8.01045,-81.313797,27/06/2017
Parque Centenario Sona,Veraguas,Sona,Sona,FO,8.008883,-81.313811,27/06/2017
Terminal de Pasajeros de Sona,Veraguas,Sona,Sona,FO,8.006817,-81.313797,23/06/2017
Universidad de Panama Sona,Veraguas,Sona,Sona,FO,8.0105,-81.313797,13/07/2017
Area frente al Ministerio de Desarrollo Social Barrio Norte,Colon,Colon,Barrio Norte,PMP,9.357549,-79.891019,19/07/2017
Biblioteca Pública Mateo Iturralde CENTRO ACP,Colon,Colon,Barrio Norte,PMP,9.364335,-79.904098,16/05/2017
Carlos Clement-Barrio Norte,Colon,Colon,Barrio Norte,PMP,9.364992,-79.903208,16/05/2017
Centro de Aprendizaje TIC`s MINISTERIO DE SEGURIDAD,Colon,Colon,Barrio Norte,PMP,9.360992,-79.900615,17/05/2017
Colegio José Guardia Vega-Barrio Norte,Colon,Colon,Barrio Norte,PMP,9.364171,-79.898955,16/05/2017
Esc. Republica del Paraguay,Colon,Colon,Barrio Norte,PMP,9.365749,-79.901124,16/05/2017
Instituto Panameño de Rehabilitacion,Colon,Colon,Barrio Norte,PMP,9.364027,-79.896093,19/05/2017
Instituto Rufo A. Gray-Barrio Norte,Colon,Colon,Barrio Norte,PMP,9.363654,-79.896342,15/05/2017
Juan A. Henriquez-Barrio Norte,Colon,Colon,Barrio Norte,PMP,9.365907,-79.902629,16/05/2017
Hospital Amador Guerrero,Colon,Colon,Barrio Sur,PMP,9.358147,-79.893993,15/05/2017
Iglesia San Jose,Colon,Colon,Barrio Sur,PMP,9.357123,-79.90156,17/05/2017
Terminal de Transporte de Panama- Colon (Esc. En Busca de un Mañana),Colon,Colon,Barrio Sur,PMP,9.352211,-79.903396,19/05/2017
C.E.B.G. Elisa Vda. de Garrido,Colon,Colon,Buena Vista,FO,9.273177,-79.695606,10/7/2017
Esc. Altos de Divisa,Colon,Colon,Buena Vista,FO,9.25408,-79.711682,10/7/2017
Esc. La Coclesana,Colon,Colon,Buena Vista,PTP,9.275496,-79.671512,11/7/2017
