name,province,district,county,type,lat,long,date
Esc. Quebrada Bonita Nº 1,Colon,Colon,Buena Vista,PTP,9.29793,-79.70543,10/7/2017
Escuela Peñas Blancas,Colon,Colon,Buena Vista,FO,9.303678,-79.681306,21/07/2017
Policía Nacional Buena Vista,Colon,Colon,Buena Vista,FO,9.273796,-79.696388,11/5/2017
C.E.B.G. Manuel Urbano Ayarza,Colon,Colon,Cativá,FO,9.362082,-79.838734,15/05/2017
Esc. La Represa,Colon,Colon,Cativá,FO,9.336746,-79.839971,21/07/2017
I.P.T. de Colon,Colon,Colon,Cativá,FO,9.359976,-79.825941,15/05/2017
Colegio Abel Bravo,Colon,Colon,Cristóbal,FO,9.323901,-79.885412,17/07/2017
C.E.B.G. Luis Jimenez,Colon,Colon,Puerto Pilón,PMP,9.360024,-79.791104,12/5/2017
ESC. VILLA ALONDRA,Colon,Colon,Puerto Pilón,FO,9.387963,-79.781235,19/05/2017
Junta Comunal de Puerto Pilón (Parque de Las Madres),Colon,Colon,Puerto Pilón,PMP,9.364661,-79.794607,12/5/2017
Parque público junto a la Iglesia Sagrada Familia de Nazaret en Puerto Pilón (Gimnasio Puerto Pilón),Colon,Colon,Puerto Pilón,PMP,9.359542,-79.792478,19/05/2017
Esc. Felipe Salabarria Mesa,Colon,Colon,Sabanitas,FO,9.373288,-79.788372,19/05/2017
Esc. Santa Rita Arriba,Colon,Colon,Sabanitas,PMP,9.354635,-79.806526,11/5/2017
Escuela Crispino Ceballos,Colon,Colon,Sabanitas,PMP,9.354814,-79.806611,12/5/2017
Escuela Marco Ramón Vásquez,Colon,Colon,Sabanitas,HFC,9.34271,-79.807492,19/07/2017
Instituto Benigno Jimenez,Colon,Colon,Sabanitas,PMP,9.352116,-79.801701,12/5/2017
Junta Comunal de Sabanitas,Colon,Colon,Sabanitas,PMP,9.347678,-79.808005,12/5/2017
Policlinica Hospital de Sabanitas,Colon,Colon,Sabanitas,PMP,9.346347,-79.806342,11/5/2017
Col. Secundario Gatuncillo,Colon,Colon,San Juan,FO,9.250694,-79.643019,5/6/2017
Corregiduría San juan,Colon,Colon,San Juan,FO,9.247384,-79.650247,10/5/2017
Esc. Dr. Augusto S. Boyd Nº 2,Colon,Colon,San Juan,FO,9.253857,-79.648281,11/5/2017
Esc. Nvo. Vigía,Colon,Colon,San Juan,FO,9.244655,-79.607783,5/6/2017
Esc. Buenaventura,Colon,Portobelo,San Felipe de Portobelo,FO,9.535155,-79.669682,18/05/2017
Municipio Portobelo,Colon,Portobelo,San Felipe de Portobelo,FO,9.553594,-79.656806,18/05/2017
Parque de la Iglesia,Colon,Portobelo,San Felipe de Portobelo,FO,9.553561,-79.655868,18/05/2017
Escuela Alto Playón,Comarca Embera,Cemaco,Lajas Blancas,Satelital,8.53675,-77.882749,7/8/2017
Escuela Río Tuqueza,Comarca Embera,Cemaco,Lajas Blancas,Satelital,8.467305,-77.697471,10/8/2017
Escuela Arcadio Martínez,Comarca Kuna Yala,Comarca Kuna Yala,Tubualá,Satelital,8.92176,-77.724348,7/8/2017
Escuela Nabagandi,Comarca Kuna Yala,Comarca Kuna Yala,Tubualá,Satelital,9.023974,-77.801834,7/8/2017
Parque Comunidad MULADUP,Comarca Kuna Yala,Comarca Kuna Yala,Tubualá,Satelital,8.947047,-77.751085,7/8/2017
Parque Comunidad Sasardi,Comarca Kuna Yala,Comarca Kuna Yala,Tubualá,Satelital,8.946453,-77.75165,7/8/2017
Escuela Agua Fría Nº 1,Darien,Chepigana,Agua Fría,FO,8.860915,-78.196082,20/06/2017
Escuela Agua Fría Nº 2,Darien,Chepigana,Agua Fría,FO,8.826471,-78.190249,20/06/2017
Escuela El Tirado,Darien,Chepigana,Agua Fría,FO,8.766567,-78.173499,19/06/2017
Centro de Alcance Positivo Garachine,Darien,Chepigana,Garachiné,Satelital,8.066667,-78.365278,22/08/2017
Centro de Alcance Positivo Jaque,Darien,Chepigana,Jaqué,Satelital,7.518428,-78.162023,7/8/2017
Centro de Alcance Positivo La Palma,Darien,Chepigana,La Palma,PMP,8.4025,-78.141389,21/06/2017
Hospital de la Palma,Darien,Chepigana,La Palma,PMP,8.401411,-78.138339,22/06/2017
I.P.T. Alejandro Castillo,Darien,Chepigana,La Palma,PMP,8.402317,-78.14153,21/06/2017
Juzgado Municipal La Palma,Darien,Chepigana,La Palma,PMP,8.407959,-78.141177,21/06/2017
Mercado Público La Palma,Darien,Chepigana,La Palma,PMP,8.406702,-78.137191,21/06/2017
Parque,Darien,Chepigana,La Palma,PMP,8.408155,-78.139614,21/06/2017
Universidad Nacional,Darien,Chepigana,La Palma,PMP,8.403791,-78.138605,22/06/2017
Centro de Alcance Positivo Sambu,Darien,Chepigana,Sambu,Satelital,8.025556,-78.209167,7/8/2017
CENTRO EDUCATIVO SECUNDARIO ZAPALLAL,Darien,Chepigana,Santa Fe,FO,8.650838,-78.132346,19/06/2017
Escuela El Zapallal,Darien,Chepigana,Santa Fe,FO,8.649365,-78.127736,19/06/2017
Escuela GERARDO BACORIZO,Darien,Chepigana,Santa Fe,FO,8.693971,-78.143304,1/8/2017
Escuela La Cantera,Darien,Chepigana,Santa Fe,FO,8.642198,-78.170516,19/06/2017
Escuela Sta. Fe,Darien,Chepigana,Santa Fe,FO,8.661193,-78.157471,1/8/2017
Escuela Zimba,Darien,Chepigana,Santa Fe,FO,8.770915,-78.22136,1/8/2017
Area frente al MIDES,Darien,Pinogana,Metetí,FO,8.509325,-77.975703,20/06/2017
C.E.B.G. Marcos A. Alarcon P.,Darien,Pinogana,Metetí,FO,8.497153,-77.981031,20/06/2017
Escuela Canglon (Instituto Forestal Agropecuario de Darién),Darien,Pinogana,Metetí,FO,8.34175,-77.828582,10/8/2017
Hospital de Meteti,Darien,Pinogana,Metetí,FO,8.498774,-77.980546,20/06/2017
IPHE Metetí,Darien,Pinogana,Metetí,FO,8.50213,-77.980718,20/06/2017
Municipio de Metetí,Darien,Pinogana,Metetí,FO,8.501914,-77.973,22/06/2017
Parque Comunitario - cancha de baloncesto y futbol,Darien,Pinogana,Metetí,FO,8.50165,-77.97885,20/06/2017
Servicio Nacional de Fronteras - Candela,Darien,Pinogana,Metetí,FO,8.496931,-77.972,20/06/2017
Terminal de Transporte Metetí,Darien,Pinogana,Metetí,FO,8.492036,-77.983802,20/06/2017
Area frente al Ministerio de Desarrollo Social Chepo,Panama,Chepo,San Cristóbal de Chepo,FO,9.174184,-79.090803,14/07/2017
C.E.B.G. Clímaco Delgado B.,Panama,Chepo,Cañita,FO,9.225647,-78.893608,14/07/2017
C.E.B.G. Santa Isabel ,Panama,Chepo,San Cristóbal de Chepo,FO,9.161328,-79.096714,14/07/2017
COL. VENANCIO FENOSA PASCUAL,Panama,Chepo,San Cristóbal de Chepo,FO,9.178414,-79.091082,14/07/2017
Colegio Venacio F. Pascual,Panama,Chepo,San Cristóbal de Chepo,FO,9.178183,-79.091017,14/07/2017
Escuela José G. Duque,Panama,Chepo,San Cristóbal de Chepo,FO,9.172497,-79.088744,14/07/2017
Escuela Tierra Prometida,Panama,Chepo,San Cristóbal de Chepo,HFC,9.150636,-79.210249,13/07/2017
Escuela Unión de Azuero,Panama,Chepo,San Cristóbal de Chepo,FO,9.157858,-79.16886,2/8/2017
Hospital Regional de Chepo,Panama,Chepo,San Cristóbal de Chepo,FO,9.1615,-79.096383,14/07/2017
I. P. T. México - Panama,Panama,Chepo,San Cristóbal de Chepo,FO,9.135636,-79.227749,13/07/2017
INADEH Chepo,Panama,Chepo,San Cristóbal de Chepo,FO,9.17925,-79.09155,14/07/2017
Palacio Municipal Francisco de Leon,Panama,Chepo,San Cristóbal de Chepo,FO,9.173149,-79.090011,14/07/2017
Terminal de Transporte Chepo,Panama,Chepo,San Cristóbal de Chepo,FO,9.167933,-79.094336,14/07/2017
Universidad de Panama - Regional Panama Este,Panama,Chepo,San Cristóbal de Chepo,FO,9.172553,-79.101474,14/07/2017
Centro de Salud Tortí,Panama,Chepo,Tortí,FO,8.916561,-78.388936,17/07/2017
Centro Educativo de Tortí,Panama,Chepo,Tortí,FO,8.919526,-78.397193,17/07/2017
Escuela Curtí,Panama,Chepo,Tortí,FO,9.004526,-78.53886,17/07/2017
Escuela Ipetí Chocó,Panama,Chepo,Tortí,FO,8.969014,-78.514925,17/07/2017
Escuela Loma Bonita,Panama,Chepo,Tortí,FO,9.018485,-78.560349,17/07/2017
Escuela Maria Elena Díaz,Panama,Chepo,Tortí,FO,8.967026,-78.466638,17/07/2017
Escuela Nuevo Panama,Panama,Chepo,Tortí,FO,8.893415,-78.32636,17/07/2017
Escuela Palmas Bellas,Panama,Chepo,Tortí,FO,8.878137,-78.292193,17/07/2017
Escuela Playa Chuzo Afuera,Panama,Chepo,Tortí,FO,8.940833,-78.303056,17/07/2017
Escuela Quebrada Cali,Panama,Chepo,Tortí,FO,9.081747,-78.68636,17/07/2017
Escuela San Francisco de Piriatí,Panama,Chepo,Tortí,FO,9.05147,-78.624415,17/07/2017
Escuela San José de Cañazas,Panama,Chepo,Tortí,FO,8.917004,-78.243272,17/07/2017
Escuela Sta. Rosa de Lima,Panama,Chepo,Tortí,FO,8.979736,-78.502408,17/07/2017
Area frente a la Autoridad de los Servicios Publicos - 24 de Diciembre,Panama,Panama,24 de Diciembre,FO,9.104736,-79.370502,13/07/2017
Area frente a la Autoridad Nacional de Aduanas (departamento Fiscalización),Panama,Panama,24 de Diciembre,HFC,9.078109,-79.370261,5/7/2017
C.E.B.G. La Siesta,Panama,Panama,24 de Diciembre,HFC,9.079175,-79.356808,26/07/2017
C.E.B.G. Vista Hermosa,Panama,Panama,24 de Diciembre,HFC,9.117719,-79.358216,16/06/2017
Centro de Salud Chase Kiwanis 24 de Diciembre,Panama,Panama,24 de Diciembre,HFC,9.106205,-79.362132,26/05/2017
ESC. CERRO AZUL,Panama,Panama,24 de Diciembre,Satelital,9.188333,-79.406111,10/8/2017
Esc. Primaria Sta. Maria de los Angeles,Panama,Panama,24 de Diciembre,HFC,9.098251,-79.35672,26/05/2017
ESC. UNION CENTROAMERICANA,Panama,Panama,24 de Diciembre,FO,9.120137,-79.552397,12/7/2017
Escuela 24 de Diciembre,Panama,Panama,24 de Diciembre,HFC,9.098316,-79.364728,7/7/2017
Escuela Juan E. Jiménez,Panama,Panama,24 de Diciembre,Satelital,9.190914,-79.405804,10/8/2017
Junta Comunal 24 de Diciembre,Panama,Panama,24 de Diciembre,FO,9.097441,-79.362166,8/6/2017
Municipio 24 de Diciembre,Panama,Panama,24 de Diciembre,FO,9.102703,-79.365626,13/07/2017
Policia Nacional 24 de Diciembre,Panama,Panama,24 de Diciembre,HFC,9.103241,-79.365652,5/7/2017
C.E.B.G. Melchor Lasso de La Vega,Panama,Panama,Alcalde Díaz,FO,9.116421,-79.544758,8/5/2017
Escuela La Cabima,Panama,Panama,Alcalde Díaz,FO,9.114173,-79.537732,9/5/2017
Escuela Maria Henríquez,Panama,Panama,Alcalde Díaz,FO,9.11084,-79.528597,8/5/2017
Escuela Nicole Garay,Panama,Panama,Alcalde Díaz,FO,9.126063,-79.571626,10/5/2017
Escuela Unión Panamericana,Panama,Panama,Alcalde Díaz,FO,9.1206,-79.552178,9/5/2017
Junta Comunal de Alcalde Díaz,Panama,Panama,Alcalde Díaz,FO,9.115834,-79.544415,8/5/2017
Escuela Kuna Nega,Panama,Panama,Ancón,PTP,9.059178,-79.558975,18/07/2017
Instituto Bolivar,Panama,Panama,Ancón,HFC,8.964375,-79.554198,6/7/2017
Mi Pueblito,Panama,Panama,Ancón,PTP,8.954362,-79.546488,14/06/2017
Hospital del Niño,Panama,Panama,Bella Vista,PMP,8.968748,-79.532901,19/07/2017
P.C. Panama,Panama,Panama,Bella Vista,PMP,8.975243,-79.533527,8/6/2017
Corregiduria Municipal,Panama,Panama,Betania,PMP,9.004954,-79.522351,24/04/2017
Escuela El Japón,Panama,Panama,Betania,FO,8.993125,-79.537293,25/04/2017
Escuela José A. Arango,Panama,Panama,Betania,PMP,9.005832,-79.528223,25/04/2017
Escuela Octavio Méndez Pereira,Panama,Panama,Betania,FO,9.018464,-79.531289,20/07/2017
Escuela Santa Familia,Panama,Panama,Betania,FO,9.005683,-79.525006,25/04/2017
Instituto América,Panama,Panama,Betania,FO,9.020321,-79.528729,24/04/2017
IPT de Comercio,Panama,Panama,Betania,FO,9.01014,-79.519111,24/05/2017
Policlinica Alejandro de la Guardia,Panama,Panama,Betania,FO,9.021731,-79.525523,25/04/2017
C.E.B.G. Presidente Roosevelt,Panama,Panama,Chilibre,FO,9.164287,-79.618498,5/6/2017
C.E.B.G. MARIA LA TORRE,Panama,Panama,Chilibre,PTP,9.174286,-79.562273,25/07/2017
C.E.B.G. NUEVO CAIMITILLO,Panama,Panama,Chilibre,FO,9.2038,-79.537365,10/5/2017
Centro de Salud de Chilibre,Panama,Panama,Chilibre,FO,9.174379,-79.610989,12/5/2017
ESC. DOMINGO ROMERO,Panama,Panama,Chilibre,PTP,9.167774,-79.53183,11/7/2017
ESC. EL ÑAJU,Panama,Panama,Chilibre,PTP,9.164986,-79.626943,10/5/2017
Escuela Don Bosco Rural,Panama,Panama,Chilibre,PTP,9.133365,-79.613538,9/5/2017
Escuela John F. Kennedy,Panama,Panama,Chilibre,FO,9.121963,-79.60355,9/5/2017
Escuela Santos Jorge A.,Panama,Panama,Chilibre,FO,9.154997,-79.619812,18/07/2017
Escuela Tomás Arias,Panama,Panama,Chilibre,FO,9.174296,-79.611647,11/5/2017
Escuela Villa Unida,Panama,Panama,Chilibre,FO,9.191468,-79.624003,5/6/2017
I.P.T. Chilibre,Panama,Panama,Chilibre,FO,9.186953,-79.64523,17/07/2017
Policía Nacional de Chilibre (Maria Eugenia),Panama,Panama,Chilibre,FO,9.151078,-79.619925,11/5/2017
Area frente a Sinaproc - Base Curundú,Panama,Panama,Curundú,PMP,8.969998,-79.543967,18/07/2017
Biblioteca del Fe y Alegria,Panama,Panama,Curundú,PMP,8.970739,-79.543089,31/05/2017
Centro de salud Curundu,Panama,Panama,Curundú,PMP,8.970208,-79.543331,31/05/2017
Escuela Artes y Oficios (Melchor Lasso de la Vega),Panama,Panama,Curundú,PMP,8.991987,-79.531715,11/7/2017
Escuela Artes y Oficios (Melchor Lasso de la Vega) 2,Panama,Panama,Curundú,PMP,8.986772,-79.53536,1/6/2017
Escuela Republica de Jamaica,Panama,Panama,Curundú,PMP,8.984607,-79.537029,1/6/2017
Proyecto Curundú Torre 1 Edificio A,Panama,Panama,Curundú,PMP,8.970222,-79.543705,26/06/2017
Proyecto Curundú Torre 1 Edificio B,Panama,Panama,Curundú,PMP,8.970222,-79.543705,26/06/2017
Proyecto Curundú Torre 10 Edificio A,Panama,Panama,Curundú,PMP,8.970461,-79.545573,26/06/2017
Proyecto Curundú Torre 10 Edificio B,Panama,Panama,Curundú,PMP,8.970461,-79.545573,26/06/2017
Proyecto Curundú Torre 10 Edificio C,Panama,Panama,Curundú,PMP,8.970461,-79.545573,29/06/2017
Proyecto Curundú Torre 12 Edificio A,Panama,Panama,Curundú,PMP,8.970108,-79.545532,26/06/2017
Proyecto Curundú Torre 12 Edificio B,Panama,Panama,Curundú,PMP,8.970108,-79.545532,26/06/2017
Proyecto Curundú Torre 13 Edificio A,Panama,Panama,Curundú,PMP,8.969581,-79.545777,30/06/2017
Proyecto Curundú Torre 13 Edificio B,Panama,Panama,Curundú,PMP,8.969581,-79.545777,30/06/2017
Proyecto Curundú Torre 17 Edificio A,Panama,Panama,Curundú,PMP,8.968788,-79.545164,26/06/2017
Proyecto Curundú Torre 17 Edificio B,Panama,Panama,Curundú,PMP,8.969407,-79.545998,26/06/2017
Proyecto Curundú Torre 18 Edificio A,Panama,Panama,Curundú,PMP,8.96851,-79.544559,26/06/2017
Proyecto Curundú Torre 18 Edificio B,Panama,Panama,Curundú,PMP,8.96851,-79.544559,26/06/2017
Proyecto Curundú Torre 18 Edificio C,Panama,Panama,Curundú,PMP,8.96851,-79.544559,26/06/2017
Proyecto Curundú Torre 19 Edificio A,Panama,Panama,Curundú,PMP,8.968052,-79.544708,26/06/2017
Proyecto Curundú Torre 19 Edificio B,Panama,Panama,Curundú,PMP,8.968052,-79.544708,26/06/2017
Proyecto Curundú Torre 19 Edificio C,Panama,Panama,Curundú,PMP,8.968052,-79.544708,26/06/2017
Proyecto Curundú Torre 2 Edificio A,Panama,Panama,Curundú,PMP,8.970458,-79.543995,29/06/2017
Proyecto Curundú Torre 2 Edificio B,Panama,Panama,Curundú,PMP,8.970458,-79.543995,29/06/2017
Proyecto Curundú Torre 2 Edificio C,Panama,Panama,Curundú,PMP,8.970458,-79.543995,29/06/2017
Proyecto Curundú Torre 20 Edificio A,Panama,Panama,Curundú,PMP,8.968019,-79.545192,30/06/2017
Proyecto Curundú Torre 20 Edificio B,Panama,Panama,Curundú,PMP,8.968019,-79.545192,18/07/2017
Proyecto Curundú Torre 21 Edificio A,Panama,Panama,Curundú,PMP,8.968489,-79.545716,30/06/2017
Proyecto Curundú Torre 21 Edificio B,Panama,Panama,Curundú,PMP,8.968489,-79.545716,3/7/2017
Proyecto Curundú Torre 21 Edificio C,Panama,Panama,Curundú,PMP,8.968489,-79.545716,3/7/2017
Proyecto Curundú Torre 25 Edificio A,Panama,Panama,Curundú,PMP,8.967926,-79.5461,18/07/2017
Proyecto Curundú Torre 25 Edificio B,Panama,Panama,Curundú,PMP,8.967926,-79.5461,27/06/2017
Proyecto Curundú Torre 26 Edificio A,Panama,Panama,Curundú,PMP,8.968547,-79.546845,3/7/2017
Proyecto Curundú Torre 26 Edificio B,Panama,Panama,Curundú,PMP,8.968547,-79.546845,3/7/2017
Proyecto Curundú Torre 26 Edificio C,Panama,Panama,Curundú,PMP,8.968547,-79.546845,3/7/2017
Proyecto Curundú Torre 3 Edificio A,Panama,Panama,Curundú,PMP,8.970685,-79.544271,26/06/2017
Proyecto Curundú Torre 3 Edificio B,Panama,Panama,Curundú,PMP,8.970685,-79.544271,26/06/2017
Proyecto Curundú Torre 4 Edificio A,Panama,Panama,Curundú,PMP,8.970591,-79.544307,29/06/2017
Proyecto Curundú Torre 4 Edificio B,Panama,Panama,Curundú,PMP,8.970591,-79.544307,29/06/2017
Proyecto Curundú Torre 4 Edificio C,Panama,Panama,Curundú,PMP,8.970591,-79.544307,29/06/2017
Proyecto Curundú Torre 6 Edificio A,Panama,Panama,Curundú,PMP,8.970175,-79.543838,28/06/2017
Proyecto Curundú Torre 6 Edificio B,Panama,Panama,Curundú,PMP,8.970175,-79.543838,28/06/2017
Proyecto Curundú Torre 7 Edificio A,Panama,Panama,Curundú,PMP,8.970403,-79.543887,28/06/2017
Proyecto Curundú Torre 7 Edificio B,Panama,Panama,Curundú,PMP,8.970403,-79.543887,28/06/2017
Proyecto Curundú Torre 8 Edificio A,Panama,Panama,Curundú,PMP,8.970566,-79.545126,28/06/2017
Proyecto Curundú Torre 8 Edificio B,Panama,Panama,Curundú,PMP,8.970566,-79.545126,28/06/2017
Proyecto Curundú Torre 9 Edificio A,Panama,Panama,Curundú,PMP,8.970778,-79.54564,3/7/2017
Centro de Aprendizaje TIC´s MINISTERIO DE SEGURIDAD,Panama,Panama,El Chorrillo,FO,8.950667,-79.547787,14/06/2017
Escuela Nuevo Progreso,Panama,Panama,Ernesto Córdoba Campos,FO,9.093618,-79.496543,6/6/2017
Escuela San Juan Pablo II,Panama,Panama,Ernesto Córdoba Campos,FO,9.098241,-79.51486,21/07/2017
Escuela Santa Rita,Panama,Panama,Ernesto Córdoba Campos,FO,9.077369,-79.502683,30/05/2017
Escuela Villa Milagros,Panama,Panama,Ernesto Córdoba Campos,PTP,9.091225,-79.504271,12/6/2017
Escuela Carmen Sole Bosch,Panama,Panama,Juan Díaz,PMP,9.0472,-79.464818,8/6/2017
Escuela Elena Chávez De Piñate,Panama,Panama,Juan Díaz,PMP,9.039655,-79.444237,16/06/2017
Escuela Elena Chávez de Piñate 2,Panama,Panama,Juan Díaz,PMP,9.039172,-79.445205,28/04/2017
Escuela Gaspar O. Hernandez,Panama,Panama,Juan Díaz,PMP,9.041702,-79.467939,26/04/2017
Escuela Jose Ma. Torrijos en Concepción,Panama,Panama,Juan Díaz,PMP,9.043679,-79.427356,24/05/2017
Escuela Primaria Federico Escobar (Escuela Las Acacias),Panama,Panama,Juan Díaz,HFC,9.050292,-79.419875,25/07/2017
Escuela Republica de Guatemala,Panama,Panama,Juan Díaz,PMP,9.049526,-79.43228,7/6/2017
Escuela Toribio Berrios Sosa,Panama,Panama,Juan Díaz,PMP,9.040195,-79.442303,24/05/2017
Escuela Villa Catalina,Panama,Panama,Juan Díaz,FO,9.061094,-79.414991,22/05/2017
IPT Don Bosco,Panama,Panama,Juan Díaz,FO,9.049925,-79.413939,25/07/2017
IPT Juan Díaz,Panama,Panama,Juan Díaz,PMP,9.037191,-79.443352,22/05/2017
Parque de Las Madres Juan Díaz,Panama,Panama,Juan Díaz,PMP,9.0453,-79.445117,22/05/2017
Policlinica J.J. Vallarino,Panama,Panama,Juan Díaz,FO,9.055493,-79.434591,24/05/2017
Biblioteca Pública Eusebio A. Morales,Panama,Panama,Santa Ana,PMP,8.961011,-79.542435,19/07/2017
Escuela Pedro José Sosa,Panama,Panama,Calidonia,PMP,8.970247,-79.538806,14/06/2017
Escuela Republica de Chile,Panama,Panama,Calidonia,PMP,8.968948,-79.536941,11/7/2017
Escuela Republica Federativa de Brasil,Panama,Panama,Calidonia,PMP,8.968605,-79.53984,1/6/2017
Parque Porras,Panama,Panama,Calidonia,FO,8.969853,-79.536242,2/8/2017
Plaza Víctor Julio Gutiérrez,Panama,Panama,Calidonia,PMP,8.968302,-79.537787,15/06/2017
Policlinica Manuel Ferrer Marañon (Pediatrica),Panama,Panama,Calidonia,PMP,9.009054,-79.50789,31/05/2017
C.E.B.G. Santa Librada Rural,Panama,Panama,Las Cumbres,PTP,9.072328,-79.53481,27/07/2017
Escuela Grecia,Panama,Panama,Las Cumbres,FO,9.105222,-79.562464,10/7/2017
Escuela Guillermo Patterson,Panama,Panama,Las Cumbres,FO,9.079017,-79.569047,9/6/2017
Escuela República Árabe de Egipto,Panama,Panama,Las Cumbres,FO,9.087964,-79.533253,8/5/2017
Escuela Republica de Rumania,Panama,Panama,Las Cumbres,HFC,9.097456,-79.515202,9/5/2017
Escuela República. de la India,Panama,Panama,Las Cumbres,FO,9.076106,-79.526841,8/5/2017
Escuela San Pablo y Villa Nueva,Panama,Panama,Las Cumbres,FO,9.118642,-79.585618,5/6/2017
Escuela Villa Cárdenas,Panama,Panama,Las Cumbres,PTP,9.061804,-79.548964,27/07/2017
Instituto Mons. Francisco Beckman,Panama,Panama,Las Cumbres,HFC,9.100084,-79.530969,9/5/2017
Centro de salud Mañanitas,Panama,Panama,Las Mañanitas,HFC,9.095932,-79.405547,23/05/2017
Centro Parvulario Municipal,Panama,Panama,Las Mañanitas,FO,9.08126,-79.404317,26/05/2017
Corregiduria Las Mañanitas,Panama,Panama,Las Mañanitas,FO,9.080716,-79.4037,7/6/2017
Escuela de Holanda,Panama,Panama,Las Mañanitas,FO,9.081353,-79.406558,23/05/2017
Escuela El Salvador,Panama,Panama,Las Mañanitas,HFC,9.101692,-79.407306,23/05/2017
Escuela Génesis,Panama,Panama,Las Mañanitas,HFC,9.109284,-79.395959,23/05/2017
Escuela Jardín de las Mañanitas,Panama,Panama,Las Mañanitas,HFC,9.094391,-79.407097,9/6/2017
Escuela Primaria Don Bosco,Panama,Panama,Las Mañanitas,FO,9.050815,-79.414431,25/05/2017
Escuela Primer Ciclo San Miguel Arcángel,Panama,Panama,Las Mañanitas,HFC,9.095724,-79.405683,7/7/2017
Junta Comunal de Mañanitas,Panama,Panama,Las Mañanitas,HFC,9.094938,-79.406514,5/7/2017
Policía Nacional Las Mañanitas,Panama,Panama,Las Mañanitas,HFC,9.096544,-79.408977,7/7/2017
Centro de Salud de Pacora,Panama,Panama,Pacora,FO,9.086851,-79.289839,12/7/2017
ESC. CARLOS C. AROSEMENA,Panama,Panama,Pacora,HFC,9.131111,-79.296667,12/7/2017
ESC. CIUDAD SANTA FE,Darien,Chepigana,Santa Fe,FO,8.658781,-78.159147,12/7/2017
ESC. PRESIDENTE VALDES,Panama,Panama,Pacora,FO,9.114786,-79.270419,12/7/2017
ESC. VIRGEN DE GUADALUPE,Panama,Panama,Pacora,FO,9.127336,-79.254655,12/7/2017
Escuela China Taiwan,Panama,Panama,Pacora,FO,9.081697,-79.296399,12/7/2017
Escuela Luis N. Herazo,Panama,Panama,Pacora,FO,9.113136,-79.337193,12/7/2017
Escuela Paso Blanco,Panama,Panama,Pacora,FO,9.128969,-79.24636,12/7/2017
Escuela Pueblo Nuevo,Panama,Panama,Pacora,PTP,9.126275,-79.308003,12/7/2017
Escuela Rep. de Honduras,Panama,Panama,Pacora,FO,9.085474,-79.291282,12/7/2017
Escuela San Diego,Panama,Panama,Pacora,FO,9.099195,-79.251428,13/07/2017
ESCUELA UTIVÉ,Panama,Panama,Pacora,PTP,9.15508,-79.323582,6/6/2017
Junta Comunal de Pacora,Panama,Panama,Pacora,FO,9.08212,-79.2893,12/7/2017
la Iglesia Inmaculada Concepción,Panama,Panama,Pacora,FO,9.082551,-79.286206,12/7/2017
PISCINA MUNICIPAL PACORA,Panama,Panama,Pacora,FO,9.088303,-79.291093,12/7/2017
Policía de Pacora,Panama,Panama,Pacora,FO,9.084487,-79.287252,12/7/2017
Terminal de Transporte Pacora,Panama,Panama,Pacora,FO,9.087256,-79.28758,12/7/2017
Biblioteca Miguel Angel Ordoñez,Panama,Panama,Parque Lefevre,PMP,9,-79.498728,26/04/2017
Centro de Artesanias Panama Viejo,Panama,Panama,Parque Lefevre,PMP,9.003576,-79.493885,8/6/2017
Escuela Juan Bautista Sosa,Panama,Panama,Parque Lefevre,PMP,9.007689,-79.49319,25/04/2017
Escuela Manuel Espinoza Batista,Panama,Panama,Parque Lefevre,PMP,9,-79.504069,26/04/2017
Escuela Maria Ossa de Amador,Panama,Panama,Parque Lefevre,PMP,9.011128,-79.500537,25/04/2017
Escuela República de Haití,Panama,Panama,Parque Lefevre,PMP,9.019012,-79.49199,24/05/2017
Escuela Sara Sotillo,Panama,Panama,Parque Lefevre,PMP,9.012558,-79.485377,25/04/2017
Instituto Jose Dolores Moscote,Panama,Panama,Parque Lefevre,PMP,9.02002,-79.488141,24/05/2017
Biblioteca en la junta comunal,Panama,Panama,Pedregal,FO,9.070505,-79.424274,28/04/2017
Escuela Ascanio Villalaz,Panama,Panama,Pedregal,FO,9.077202,-79.420497,25/05/2017
Escuela Dr. Juan Arturo Martinelli,Panama,Panama,Pedregal,HFC,9.110358,-79.454415,27/07/2017
Escuela José Pablo Paredes,Panama,Panama,Pedregal,FO,9.100427,-79.424502,5/7/2017
Escuela Narciso Garay,Panama,Panama,Pedregal,FO,9.076746,-79.436296,25/05/2017
Escuela Sta. Cruz,Panama,Panama,Pedregal,PTP,9.10999,-79.442244,7/6/2017
Parque de las Madres Pedregal,Panama,Panama,Pedregal,FO,9.07151,-79.424923,25/05/2017
Primaria - Cirilo J. Martinez,Panama,Panama,Pedregal,FO,9.07151,-79.424923,28/04/2017
Primaria - Gran Bretaña,Panama,Panama,Pedregal,FO,9.062509,-79.430304,7/6/2017
Casa de la tercera edad (Pueblo Nuevo),Panama,Panama,Pueblo Nuevo,FO,9.016684,-79.515773,26/04/2017
Escuela Francisco Arias Paredes,Panama,Panama,Pueblo Nuevo,FO,9.012071,-79.515852,25/04/2017
Escuela Ricardo Miró,Panama,Panama,Pueblo Nuevo,PMP,8.99882,-79.523345,27/04/2017
Instituto Comercial Panama,Panama,Panama,Pueblo Nuevo,PMP,9.017155,-79.511378,27/04/2017
